CeGe;Prog. Finan.;Objetivo;Hipertexto Objetivo;Memoria Objetivo
001207;15322;02;REALIZACIÓN DE OBRAS DE REMODELACIÓN, ACONDICIONAMIENTO Y MEJORA DE LAS  VÍAS PÚBLICAS DELEGADAS EN LOS DISTRITOS;Las actuaciones previstas en este objetivo eran diversas actuaciones en la calle Ponzano, pero por incidencias en la ejecución del contrato no han sido efectuadas.
001207;17102;01;GESTIONAR EFICAZMENTE LAS OBRAS Y ACTUACIONES MUNICIPALES EN LAS ZONAS VERDES QUE HAN SIDO DELEGADAS EN LOS DISTRITOS.;El objeto de este programa es la mejora de las zonas verdes. Para ello, se renuevan las áreas infantiles, áreas de mayores y zonas caninas que se incluyen en los parques.  No se pudo recepcionar la obra que estaba ejecutando en la plaza Teniente de Alcalde Perez Pillado debido a problemas técnicos.
001207;23102;01;APOYAR A LAS FAMILIAS DEL DISTRITO EN LA CRIANZA Y EDUCACIÓN DE SUS  HIJOS E HIJAS MEDIANTE PRESTACIONES DE CARÁCTER SOCIAL Y EDUCATIVO QUE PROMUEVAN EL DESARROLLO INTEGRAL DE LA INFANCIA Y FAVOREZCAN LA CONCILIACIÓN DE LA VIDA FAMILIAR Y LABORAL Y LA AUTONOMÍA DE LA MUJER.;Los indicadores planteados en este objetivo se diseñaron entorno a tres grandes ejes:  ·,,Conciliación de la vida familiar y laboral. ·,,Prestaciones económicas que garanticen la cobertura de necesidades sociales. ·,,Apoyo psicosocial.  El grado de cumplimiento de estos objetivos ha sido del 100% en las medidas de conciliación y se ha superado dicho porcentaje en el apoyo psicosocial. Sin embargo, el grado de cumplimiento de las prestaciones económicas ha sido muy inferior a lo estimado. De tal manera, que se ha realizado el 12,7% de ayudas económicas para cobertura de necesidades básicas, el 15 % de ayudas económicas para escuelas infantiles y el 36,6 % de ayudas de comedor escolar.  El motivo de este grado de incumplimiento se relaciona con la puesta en marcha de las oficinas de prestación económica de la ciudad de Madrid el 1 de enero de 2024 en el caso de las ayudas destinadas a la cobertura de necesidades básicas. Cuando se realiza el presupuesto aún no había fecha de inicio de las oficinas de prestación económica.  Por otra parte, en relación con las ayudas de comedor escolar se hace una estimación al alza, debido a la imprecisión de la posible demanda. Este tipo de ayudas se canalizan a través del convenio de comedor escolar entre Ayuntamiento y Comunidad de Madrid. No obstante, la resolución por parte de Comunidad de Madrid no se inicia hasta el segundo trimestre del curso académico 2023-2024, finalizando en el último trimestre del curso. Esta resolución tardía hace necesaria tener previsión de posibles ayudas económicas para aquellos casos en que la resolución sea denegatoria, pero se valore la situación de precariedad económica de la unidad familiar.  Por último, en relación con las ayudas de escuelas infantiles, cuya estimación también se realiza al alza, la demanda ha sido muy inferior a la de otros años previos.  Por último, en relación con las comidas a domicilio en periodos vacacionales se ha llegado al 60,5 del porcentaje previsto ante el decremento de la demanda al convivir este recurso con proyectos de conciliación en periodos vacacionales que incluyen comedor.
001207;23102;02;ATENDER A FAMILIAS Y A LA POBLACION INFANTIL Y ADOLESCENTE EN SITUACIÓN DE RIESGO SOCIAL MEDIANTE PROGRAMAS DE INTERVENCIÓN PSICOSOCIAL.;Que el dato realizado sea inferior al estimado es un resultado positivo, contrariamente a lo que pueda parecer, ya que el trabajo preventivo se refuerza frente al rehabilitador, comenzando las intervenciones sociofamiliares en fases previas.  De esa manera, se puede observar el considerable incremento en el número unidades familiares y población infantil y adolescente con intervención en el servicio de educación social, recurso que aborda las situaciones de riesgo leve. Esta intervención preventiva ha supuesto un aumento del 25% sobre las unidades familiares estimadas y un 132% más de intervenciones con población infantil y adolescente. Este dato se debe al afianzamiento de la coordinación de los distintos recursos del distrito que tienen a esta población entre sus objetivos de trabajo (centros escolares, centros de salud, centro juvenil, asociaciones) con servicios sociales.  Por otra parte, hay que indicar que el número de medidas recogidas se ha incrementado respecto a la estimación realizada, ya que se han indicado el total de medidas en el año 2024 en el distrito, incluidas las existentes con anterioridad al inicio del año.  En relación con la Jornada Infantil del Distrito hay que indicar que se ha incluido el dato que figura en la memoria presentado por la empresa y que ha estimado en base al material entregado a la población participantes. No obstante, hay que señalar que no toda la población participante se llevó material, motivo por el cual, aunque se ha respetado el dato facilitado en la memoria, éste es mayor.
001207;23102;03;PREVENIR LA VIOLENCIA Y CONDUCTAS ANTISOCIALES ENTRE LA INFANCIA Y  ADOLESCENTES DEL DISTRITO, HACIENDO ESPECIAL HINCAPIÉ EN EVITAR SITUACIONES DE DESIGUALDAD, ACOSO Y MALTRATO.;Al igual que en el año 2023, el grado de cumplimiento del indicador Población Infantil y Adolescente en Talleres de Valores, no ha alcanzado la previsión realizada en el 2024, alcanzando el 38,3%. Los motivos de este incumplimiento son iguales a los del año previo y están relacionados con la falta de interés de los centros escolares del distrito.  Por el contrario, hay que señalar que el resto de los indicadores que integran este objetivo han superado las expectativas previstas en un 36 % en la población atendida y en un 140% las madres y padres atendidos. Esto se debe a que la intervención familiar en el nuevo servicio de espacio de socialización es obligatoria para dar continuidad a la intervención infantil, ya que no puede haber cambios significativos en la población infantil sin refuerzo de la familia.
001207;23102;04;VELAR POR EL CUMPLIMIENTO DE LAS CLÁUSULAS SOCIALES REFERIDAS A LA  IGUALDAD DE GÉNERO DE AQUELLOS CONTRATOS DE SERVICIOS VIGENTES O PREVISTOS EN EL EJERCICIO.;Se ha dado cumplimiento a este objetivo, recogiéndose en todos los contratos que realizan actividades en el departamento de servicios sociales cláusulas sociales para garantizar la igualdad de género.
001207;23103;01;GARANTIZAR LA ATENCIÓN DE LAS NECESIDADES DE LA POBLACIÓN MAYOR DEL DISTRITO EN SU PROPIO ENTORNO SOCIAL.;"Atender las necesidades de las personas mayores fomentando su autonomía personal y previniendo situaciones de posible riesgo social, manteniendo su residencia en su entorno habitual es un objetivo prioritario, siendo para ello fundamental la implementación de servicios y prestaciones con una intervención coordinada por parte de los servicios sociales del distrito.  El grado de cumplimiento de este objetivo ha sido elevado al seguir al alza el número de usuarios y de demanda de servicios y prestaciones que favorecen el mantenimiento de las personas mayores en su domicilio en las mejores condiciones de calidad de vida. El mayor conocimiento de estas prestaciones y la confianza depositada en ellas es fundamental.  Del total de personas usuarias de Servicio de Ayuda a Domicilio (SAD), prácticamente se alcanza la estimación realizada, existiendo una importante y creciente demanda de este servicio, habiéndose presentado un 26,8% de solicitudes más que las previstas.  En cuanto al Servicio de Teleasistencia (TL), el incremento sobre la cifra estimada de personas usuarias es de un 4,34%.  Como en años anteriores, las personas usuarias de estos servicios son fundamentalmente mujeres, así un 79 % y un 71% son las cifras de mujeres usuarias de SAD y TL respectivamente. Dicho dato está relacionado por la elevada proporción existente entre las mujeres y hombres mayores en el distrito, y porque las mujeres suelen optar más por la alternativa de permanecer en su propio domicilio el mayor tiempo posible.  En relación al número de SAD excepcionales tramitados con carácter de emergencia, han disminuido en un 50% sobre lo previsto y es el resultado de la puesta en marcha de la Ordenanza 10/2022, de 28 de junio, que regula el procedimiento, simplificando, agilizando la gestión administrativa del SAD; por lo que situaciones que anteriormente hubieran sido tramitadas con carácter excepcional, han sido realizadas como un SAD ordinario.  Se incrementan de manera considerable los servicios que favorecen la continuidad de las personas mayores en su domicilio tales como el Servicio de Comida a Domicilio, con un 24,4% de aumento sobre la previsión. La aceptación de este servicio va en aumento.  La reducción en un 16% en el servicio de lavandería está en relación con el mayor número de personas que tienen el lavado y planchado de ropa como prestación del servicio de ayuda a domicilio.  En cuanto a las ayudas técnicas para la movilidad y el Servicio de Terapia Ocupacional, el cual se consolida en el distrito, se ha cumplido la previsión estimada.  Por último, indicar en relación con las personas beneficiarias de ayudas económicas que el grado de cumplimiento ha sido inferior al previsto:  ·,,En el caso de las ayudas para la cobertura de necesidades básicas se ha dado cumplimiento al 40% de lo previsto y este descenso está relacionado directamente con la puesta en marcha de las oficinas de prestación económica del Ayuntamiento de Madrid.  ·,,En el caso de las ayudas económicas para adaptaciones geriátricas, durante el año 2024 no se tramitó ninguna ante la falta de demanda existente."
001207;23103;02;POTENCIAR LA PARTICIPACIÓN DEL MAYOR EN LA VIDA SOCIAL Y PREVENIR SU DETERIORO FÍSICO-PSÍQUICO MEDIANTE LA REALIZACIÓN DE ACTIVIDADES DE OCIO Y UTILIZACIÓN DEL TIEMPO LIBRE SALUDABLE.;Favorecer la participación social de las personas mayores en el distrito, previniendo situaciones de riesgo y aislamiento es uno de los principales objetivos del Distrito de Chamberí. Para ello, a través de los dos centros municipales de mayores (CMM) disponibles en el distrito se organizan y planifican distintas actividades que faciliten las redes sociales de las personas mayores. Para ello, desde el distrito se han puesto en marcha servicios dirigidos a la población mayor que han dado mayor visibilidad a ambos CMM. De tal manera que el número de personas socias en el año 2024 ha superado las expectativas en 1.300 personas socias nuevas.  Asimismo, como parte positiva del trabajo realizado hay que mencionar que el grado de cumplimiento ha sido superior a lo previsto en los siguientes indicadores:  - Salidas. Tanto el número de estas como el número de participantes ha superado las estimaciones realizadas. En cuanto al número de salidas se han realizado 18 más de las previstas, de las que 655 personas más han podido beneficiarse  - Comidas en comedores de los CMM. Se ha producido un incremento relevante en relación con las previsiones iniciales. De tal manera, que el aumento ha sido superior en un 130%, ya que las 12.000 comidas previstas se han materializado en un total de 27.681  Por el contrario, hay que indicar que no se ha cumplido el compromiso adquirido en los siguientes indicadores:  - Talleres. Aunque el número de estos ha descendido tan solo en 2, la población participante ha sido bastante inferior a la prevista. El grado de cumplimiento de este indicador ha sido del 79,2. En parte, esto se debe a la falta de difusión de las actividades, algo a modificar y a corregir en el nuevo servicio puesto en marcha en febrero de 2025  - Tardes culturales. Pese a que se han realizado 4 actividades más de las previstas, el número de personas participantes ha sido bastante inferior a lo estimado, debido a la misma causa indicada en el punto anterior, siendo el grado de consecución de objetivos del 60,5%  - Actividades intergeneracionales. Los indicadores relacionados con estas actividades se han materializado parcialmente. El grado de cumplimiento de objetivos ha sido del 33,3% en la organización de dichas actividades, del 34,9% de personas socias participantes y de 57,4% la participación de la población infantil. Este déficit de actividades requiere de una revisión del trabajo no realizado en los CMM a fin de fomentar esta tipología de actividades que ayudan a la transmisión de valores y experiencia de vida
001207;23103;03;APOYO A LAS FAMILIAS CUIDADORAS PARA PREVENIR SITUACIONES DE RIESGO PARA LOS MAYORES.;La atención a las personas cuidadoras de mayores dependientes a través del Programa Cuidando a Quienes Cuidan es muy importante, ya que contribuye a mejorar la calidad de vida tanto del cuidador como de la persona dependiente.  El cumplimiento de este objetivo ha sido muy alto, al superar en un 40% las personas participantes sobre lo estimado, con un incremento también de las sesiones grupales realizadas durante el año.  La proporción de mujeres participantes es significativamente mayor que la de hombres. Esto está relacionado con el hecho de que son las mujeres las principales cuidadoras y las que asumen dicho rol.  Resulta un servicio consolidado en el distrito, manteniéndose el compromiso y la asistencia de las personas participantes desde el inicio hasta la finalización del curso.  En cuanto al Programa de Respiro Familiar Los Fines de Semana se han cumplido las previsiones, incrementándose ligeramente.
001207;23103;04;ATENDER A LA POBLACIÓN MAYOR DEL DISTRITO CON DEMENCIA O CON DETERIORO FUNCIONAL, RELACIONAL O COGNITIVO MEDIANTE LA UTILIZACIÓN DE LOS CENTROS DE DÍA MUNICIPALES.;Ha descendido el número de personas usuarias de plazas de centros de día de Alzheimer y deterioro cognitivo como de personas de los centros de día para mayores con deterioro físico o funcional, en el primer caso en un 21 % y el segundo en un 11%.  La creciente implementación de prestaciones y servicios en el domicilio de los mayores ha hecho que se opte por estos en detrimento de los centros de día.
001207;23103;05;FAVORECER ALTERNATIVAS DE CONVIVENCIA PARA LAS PERSONAS QUE NO PUEDEN PERMANECER EN SU DOMICILIO MEDIANTE LA GESTIÓN DE SOLICITUDES PARA ALOJAMIENTOS ALTERNATIVOS.;Los pisos tutelados, residencias temporales o de emergencia social, suponen una alternativa de convivencia cada vez más demandada que viene causada por el envejecimiento de la población, la mayor longevidad de las personas mayores con la consiguiente dependencia.  Se mantiene al alza las solicitudes de pisos tutelados y se incrementa en un 77,7% las solicitudes de residencias temporales para convalecencias y se triplican las solicitudes de plaza en residencias municipales.  Hay un descenso notable en las solicitudes de plaza de residencias de emergencia, con un 18,2%, que es debido al trabajo preventivo y de detección temprana que se realiza con las personas mayores, especialmente aquellas que viven en situaciones de aislamiento social. Es de destacar la intervención coordinada y en red de los servicios sociales con otros agentes, instituciones y entidades.  De las 4 ayudas solicitadas, las 4 fueron solicitadas por mujeres y ninguna por hombres.
001207;23103;06;VELAR POR EL CUMPLIMIENTO DE LAS CLÁUSULAS SOCIALES REFERIDAS A LA  IGUALDAD DE GÉNERO DE AQUELLOS CONTRATOS DE SERVICIOS VIGENTES O PREVISTOS EN EL EJERCICIO.;Se ha dado cumplimiento a este objetivo, recogiéndose en todos los contratos que realizan actividades en el departamento de servicios sociales cláusulas sociales para garantizar la igualdad de género.
001207;23106;01;GARANTIZAR LA ATENCIÓN SOCIAL DE LAS PERSONAS EN EL SISTEMA PÚBLICO DE SERVICIOS SOCIALES.;Al igual que años anteriores, la estimación de este objetivo se hace teniendo en cuenta el número de profesionales adscrito en las unidades de trabajo social del centro de servicios sociales del distrito. Debido a diferente casuística (bajas de corta y larga duración, enfermedad, etc.) durante el año 2024 el equipo no ha estado al completo. Esto ha producido que no se haya obtenido el 100% de la previsión realizada.  No obstante, se ha garantizado la atención de las personas que así lo han demandado, aunque el plazo de espera para ser atendidas aumentó.  Debido a la falta de personal, se ha dado prioridad a la atención individual frente a la grupal y por este motivo no se ha podido realizar ninguna actuación relativa al trabajo social grupal.
001207;23106;02;APOYAR LA INTEGRACIÓN SOCIAL DE LAS PERSONAS DISCAPACITADAS Y SUS FAMILIARES.;Garantizar la atención a personas en situación de desventaja social es un objetivo prioritario desde este distrito, por lo que el servicio de ayuda a domicilio y el servicio para el fomento de la autonomía de personas con discapacidad se han ido afianzando en el último año, siendo servicios reconocidos por profesionales de otros ámbitos y vecinos/as del distrito. Esto ha producido que el número de personas atendidas en dichos servicios hayan superado las estimaciones realizadas, de la siguiente manera:  ·,,Servicio de ayuda a domicilio. El grado de cumplimiento ha sido un 5% superior al previsto.  ·,,Servicio para el fomento de la autonomía de personas con discapacidad: Se ha producido un aumento sobre el dato previsto de un 23%.
001207;23106;03;FOMENTAR EL VOLUNTARIADO EN EL DISTRITO;Este objetivo, si bien fue previsto en el presupuesto del año 2024, no se ha materializado ya que la competencia en materia de voluntariado es del departamento de voluntarios por Madrid del Área de Gobierno de Políticas Sociales, Familia e Igualdad, eliminando este objetivo en el presupuesto del año 2025.  Durante el año 2024, cuando se ha requerido de personas voluntarias se ha solicitado al departamento de voluntarios por Madrid, dando respuesta a las necesidades planteadas desde el distrito. Ejemplo de esto fue la Jornada Infantil celebrada en octubre del 2024 y señalada en el objetivo 2 del Programa de Familia e Infancia.
001207;23106;04;PREVENIR SITUACIONES DE RIESGO DE EXCLUSIÓN SOCIAL.;A fin de evitar y prevenir situaciones de riesgo de exclusión social y de conflictividad, en este objetivo los indicadores se han diseñado en base a dos ejes:  1.,,Cobertura de necesidades básicas. Hay que indicar dos cuestiones. Por una parte, el que el número de perceptores de Renta Mínima de Inserción (RMI) haya sido inferior al estimado no tiene una lectura negativa, ya que esta prestación es residual al Ingreso Mínimo Vital (IMV). Hay un aumento directamente proporcional entre el descenso de personas perceptoras de RMI y de IMV.  En cuanto a las ayudas económicas, el incumplimiento en el número de personas beneficiarias se debe a la falta de demanda en el caso de las ayudas puntuales de emergencia social y en el caso de las ayudas para la cobertura de necesidades básicas el descenso es el mismo que el indicado en el objetivo 1 del Programa de Familia y del Programa de Mayores. La puesta en marcha de las oficinas de prestación económica del Área de Gobierno de Políticas Sociales, Familia e Igualdad en enero del 2024 ha conllevado que este tipo de ayudas se tramiten desde dichas oficinas.  2.,,Intervención socioeducativa. Por el contrario<(>,<)> a los indicadores del eje anterior, en este caso el grado de cumplimiento ha duplicado la estimación realizada, convirtiéndose el proyecto de intervención socioeducativa en un referente para la población en riesgo de exclusión social, facilitando su integración social.
001207;23106;05;VELAR POR EL CUMPLIMIENTO DE LAS CLÁUSULAS SOCIALES REFERIDAS A LA IGUALDAD DE GÉNERO DE AQUELLOS CONTRATOS DE SERVICIOS VIGENTES O PREVISTOS EN EL EJERCICIO.;Se ha dado cumplimiento a este objetivo, recogiéndose en todos los contratos que realizan actividades en el departamento de servicios sociales cláusulas sociales para garantizar la igualdad de género.
001207;23168;01;Atender las necesidades básicas de familias en situación de vulnerabilidad, para su inclusión social y acceso al mercado de trabajo, mediante la gestión de prestaciones económicas. ;
001207;31101;01;MEJORAR LA SEGURIDAD ALIMENTARIA EN EL DISTRITO MEDIANTE INSPECCIONES PERIÓDICAS Y PROGRAMADAS ASÍ COMO EL CONTROL OFICIAL DE ALIMENTOS DE MANERA QUE SE GARANTICEN LAS CONDICIONES HIGIÉNICO-SANITARIAS EN LOS ESTABLECIMIENTOS DONDE SE ELABORAN, CONSUMEN O VENDEN COMIDAS Y BEBIDAS. ;Las inspecciones programadas se han priorizado en función del índice de riesgo determinado en el Plan de Actividades e Inspecciones en Materia de Seguridad Alimentaria para cada tipo de actividad. Se ha establecido una programación con el censo conocido y los recursos disponibles y también se incluyen aquellas inspecciones no programadas efectuadas con motivo de denuncias, alertas o reclamaciones por parte de ciudadanos y otros organismos /departamentos.  El objetivo global de inspecciones en seguridad alimentaria no se ha alcanzado, aunque ha estado cerca (94%) de cumplirse. Ha sido debido especialmente por no conseguir el objetivo en las inspecciones de comercio minorista de alimentación, aunque se ha cumplido el objetivo en inspecciones de restauración colectiva, que se han priorizado en función de un mayor riesgo sanitario en estos establecimientos de restauración frente a los de comercio minorista y por un mayor número de denuncias recibidas en el sector restauración. Ha influido también en la no consecución del objetivo global la sustitución de 3 técnicos inspectores en el año 2024 por otros de nueva incorporación, por lo que se han debido formar y adaptar para la realización de las inspecciones.  El número de toma de muestras previsto se ha alcanzado, debido especialmente a las muestras derivadas de los brotes de origen alimentario, que se han sumado a las establecidas por programación.  En cuanto a las alertas y denuncias recibidas, se ha actuado en todos los casos, así como se ha controlado todas las deficiencias e incumplimientos encontrados hasta la terminación de los expedientes.
001207;31101;02;MEJORAR EL CONTROL DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO-SANITARIAS DE LOS ESTABLECIMIENTOS CON INCIDENCIA DIRECTA SOBRE LA SALUD PÚBLICA (PELUQUERÍAS, ESTABLECIMIENTOS DE PIERCING Y TATUAJE, CENTROS DE CUIDADO Y RECREO INFANTIL, PISCINAS).;Se incluyen en este apartado las actuaciones e inspecciones realizadas tanto programadas en el Plan de Inspección de Actividades Programadas (PIAP) 2024 como las no programadas derivadas de denuncias, reclamaciones y alertas/brotes.  El objetivo de inspecciones en piscinas/balnearios se ha alcanzado claramente, así como el de la toma de muestras de agua de estos establecimientos.  Respecto al indicador de inspecciones en centros infantiles, establecimientos de estética, de bronceado y adorno corporal, el objetivo se ha superado ampliamente.  Se han atendido todas las denuncias, reclamaciones y alertas recibidas en cuanto a los establecimientos objeto de este apartado.
001207;31101;03;MEJORAR EL CONTROL EN MATERIA DE SANIDAD Y PROTECCIÓN ANIMAL.;En relación con el indicador de licencias y observaciones antirrábicas, éste no se ha alcanzado debido a la disminución de las solicitudes de licencias de perros potencialmente peligrosos.  En materia de salud y protección animal se han superado claramente el objetivo de inspecciones, al ser necesarias inspecciones de comprobación y de nuevos establecimientos sujetos a inscripción y autorización.  El objetivo de denuncias e informes de protección animal tramitados se ha superado en este año, debido especialmente a un mayor número de denuncias de policía municipal, que son tramitadas en el departamento de Salud.
001207;31101;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SALUD PÚBLICA.;El indicador de propuestas de inicio de expedientes sancionadores (50) ha estado muy cerca de alcanzarse, aunque dicho objetivo depende del cumplimiento de la normativa correspondiente de los titulares de los establecimientos inspeccionados y de los ciudadanos (protección animal).  De las 48 propuestas de apertura de expediente sancionador en salud pública, 32 son por infracciones leves y 16 por infracciones graves.  Respecto al objetivo de medidas cautelares en salud pública, éste se ha alcanzado, y durante las inspecciones efectuadas se han adoptado las siguientes medidas cautelares durante el año 2024:  4 inmovilizaciones de productos, 4 suspensiones de actividad y 33 retiradas voluntarias y destrucciones de productos (medidas no sujetas a ratificación por ser voluntarias), motivadas por productos alimenticios deteriorados, incorrectamente etiquetados, sin documentación de origen, o con fecha de caducidad sobrepasada. Aunque sean diversos productos y cantidades por cada establecimiento, sólo se contabiliza en este indicador una retirada voluntaria/destrucción por cada establecimiento, al igual que las inmovilizaciones y suspensiones de actividad.
001207;32301;01;FACILITAR EL ACCESO AL SISTEMA EDUCATIVO A LOS MENORES DE TRES AÑOS MEDIANTE LAS ESCUELAS INFANTILES DE TITULARIDAD MUNICIPAL.;La escuela infantil 'Fernando el Católico' forma parte de la Red Municipal de Escuelas Infantiles del Ayuntamiento de Madrid. Esta red tiene como objetivo la escolarización temprana de niños y niñas de cero a tres años, siguiendo principios de compensación educativa y conciliación de la vida laboral y familiar. Estos principios buscan garantizar que todos los niños tengan acceso a una educación de calidad y que las familias puedan conciliar sus responsabilidades laborales con el cuidado y educación de sus hijos.  La escuela infantil 'Fernando el Católico' es de gestión indirecta, por lo que su administración y funcionamiento son realizados por una entidad externa mediante contrato de servicios por el Ayuntamiento que está en vigor desde agosto del 2023.  La administración titular realiza el seguimiento del contrato para asegurar el buen funcionamiento de la escuela y el cumplimiento de los objetivos educativos y la normativa establecida.  Para el curso 2023-2024, la escuela ha estado completa con una ocupación de 90 plazas distribuidas en 7 aulas del primer ciclo de educación infantil, organizadas de la siguiente manera:  -2 aulas para niños de 0-1 años : 16 plazas -2 aulas para niños de 1-2 años: 26 plazas -3 aulas para niños de 2-3 años: 48 plazas  Esta distribución garantiza una atención adecuada a los diferentes grupos de edad dentro de la escuela.  Durante el proceso de admisión realizado en abril de 2024, para el curso 24-25, se han presentado un total de 456 solicitudes en primera opción, con un incremento en más de 100 solicitudes con respecto al año anterior, este aumento de solicitudes ha sido mayor para el nivel de 1 a 2 años. La mayoría de las solicitudes han llegado de forma telemática, aunque, en general, son las familias más vulnerables con menos medios las que suelen pedir cita en el sistema presencial.  En cumplimiento de la normativa vigente, la escuela ofrece reducciones de cuota para el alumnado que cumple con ciertos criterios en el uso de servicios adicionales, como el comedor y horarios ampliados, con el objetivo de facilitar la escolarización del colectivo sociocultural y económico más necesitado.  Concretamente durante el 2024 se han tramitado las siguientes reducciones y exenciones de cuotas y seguimiento en los Centros de Atención a la Infancia (CAI): -Seguimiento del CAI: 5 alumnos-as. Se inició el curso con cinco seguimientos, pero una familia ha salido a lo largo del curso. -Reducción de precio menú escolar (renta, violencia de género, fuerzas armadas). 19 beneficiarios/as -Convenios de comedor: 4 beneficiarios de servicios. sociales Chamberí Marta Esquivias. -Ayudas de Necesidades Específicas de Apoyo Educativo (NEAE): 1 tramitada. 1 concedida  Con respecto a los horarios ampliados, disfrutan del descuento del 50% de la cuota establecida, 3 familias numerosas de carácter general y del 100% de la cuota 5 familias numerosas especiales, tal y como estipula la normativa.  Durante el periodo de diciembre de 2023 a noviembre 2024, debido a un déficit en la previsión del estudio económico que deriva de la dificultad para poder predecir de forma precisa las diferentes incidencias que se pueden producir a lo largo de la ejecución del contrato, se realizó una ampliación de autorización y disposición de gasto en el mes de noviembre de 2024 del contrato 300/2022/00812.
