Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real;
;;001;221;32301;63200;2025/008007;2025/008007;CENTROS DOCENTES ENSEÑANZA DISTRITO BARAJAS. REPARACIÓN, ADECUACIÓN DE INSTALACIONES Y ACABADOS;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0;120;120;120;0;0;0;0;0;0;
;;001;221;32301;63200;2025/008074;2025/008074;COLEGIO PÚBLICO CALDERÓN DE LA BARCA. RENATURALIZACIÓN PATIO,ADECUACIÓN AULAS,INSTALACIONES Y OTRAS;221;BARAJAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0;2111;2111;2111;0;0;0;0;0;0;
4;SC Y CE FINANC. CON RTG;001;221;32301;63200;2025/008007;2025/018007;COLEGIO PÚBLICO MARGARET THATCHER. RENATURALIZACIÓN ENTRADA,REPARACIÓN HUERTO,INSTALACIONES Y OTRAS;221;BARAJAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0;66199,87;66199,87;0;0;66199,87;66199,87;11203,49;0;11203,49;
4;SC Y CE FINANC. CON RTG;001;221;32301;63200;2025/008007;2025/028007;ESCUELA INFANTIL EL BATEO. ADECUACIÓN ACCESOS AULAS, ASEOS, INSTALACIONES Y OTRAS MEJORAS;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0;73499,18;73499,18;0;0;73499,18;73499,18;3259,26;0;3259,26;
4;SC Y CE FINANC. CON RTG;001;221;32301;63200;2025/008007;2025/038007;ESCUELA INFANTIL LA CHULAPONA. INSTALACIÓN CLIMATIZACIÓN, JUEGOS INFANTILES Y OTRAS MEJORAS;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0;45499,48;45499,48;0;0;45499,48;45499,48;4333,24;0;4333,24;
4;SC Y CE FINANC. CON RTG;001;221;32301;63200;2025/008007;2025/048007;ESCUELA INFANTIL LA COLINA. SUSTITUCIÓN SUELO, MEJORA ESCALERA, PUERTAS, INSTALACIONES Y OTRAS;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0;92944,76;92944,76;0;0;92944,76;92944,76;0;0;0;
4;SC Y CE FINANC. CON RTG;001;221;32301;63200;2025/008072;2025/008072;COLEGIO PÚBLICO CIUDAD DE ZARAGOZA. REFORMA BAÑOS, PATIO INFANTIL, INSTALACIONES Y OTRAS;221;BARAJAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0;89993,88;89993,88;0;0;89993,88;89993,88;36268,7;0;36268,7;
4;SC Y CE FINANC. CON RTG;001;221;32301;63200;2025/008073;2025/008073;COLEGIO PÚBLICO CIUDAD DE GUADALAJARA. REPARACIÓN SANEAMIENTO, ADECUACIÓN PERSIANAS, LED Y OTRAS;221;BARAJAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0;149940,6;149940,6;0;0;149940,6;149940,6;82240,01;0;82240,01;
4;SC Y CE FINANC. CON RTG;001;221;32301;63200;2025/008074;2025/008074;COLEGIO PÚBLICO CALDERÓN DE LA BARCA. RENATURALIZACIÓN PATIO,ADECUACIÓN AULAS,INSTALACIONES Y OTRAS;221;BARAJAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0;190122,23;190122,23;123,03;0;189999,2;189999,2;49864,03;0;49864,03;
;;001;221;34201;61999;2025/000016;2025/000016;DEPORTIVO BÁSICO BMX BARAJAS. OBRAS DE REHABILITACIÓN INTEGRAL;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;313474;-9208,98;304265,02;31791,99;0;272473,03;272473,03;34718,14;0;0;
;;001;221;34201;61999;2025/000292;2025/000292;DEPORTIVO BÁSICO EL CAPRICHO. OBRAS DE MEJORA;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;502072;0;502072;0,01;0;502071,99;502071,99;33727,23;0;33727,23;
;;001;221;34201;61999;2025/001227;2025/001227;DEPORTIVO BÁSICO ORIÓN-JÚPITER. OBRAS DE MEJORA DE ACCESOS;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0;53762;53762;0,01;0;53761,99;53761,99;53761,72;0;53761,72;
;;001;221;34201;61999;2025/001356;2025/001356;DEPORTIVO BÁSICO BAHÍA DE SANTANDER. OBRAS DE MARCAJE Y MEJORA;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0;4500;4500;4500;0;0;0;0;0;0;
;;001;221;34201;61999;2025/001444;2025/001444;DEPORTIVO BÁSICO PLAYA DE BOLNUEVO. OBRAS DE REFUERZO DE CIMENTACIONES;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0;2539;2539;0;0;2539;2539;0;0;0;
;;001;221;34201;61999;2025/001445;2025/001445;DEPORTIVO BÁSICO BARRIO DEL AEROPUERTO. OBRAS DE REFUERZO DE CIMENTACIONES;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0;6669,98;6669,98;0;0;6669,98;6669,98;0;0;0;
;;001;221;34201;62599;2025/001096;2025/001096;DEPORTIVO BÁSICO GALEÓN. ADQUISICIÓN DE CANASTAS;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0;4893,2;4893,2;179,06;0;4714,14;4714,14;4714,14;0;4714,14;
;;001;221;34201;62599;2025/001097;2025/001097;DEPORTIVO BÁSICO BAHÍA DE SANTANDER. ADQUISICIÓN DE CANASTAS;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0;2220,5;2220,5;81,25;0;2139,25;2139,25;2139,25;0;2139,25;
;;001;221;34201;62599;2025/001098;2025/001098;DEPORTIVO BÁSICO PLAYA DE BOLNUEVO. ADQUISICIÓN DE CANASTAS;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0;2386,3;2386,3;87,31;0;2298,99;2298,99;2298,99;0;2298,99;
;;001;221;34201;62599;2025/001373;2025/001373;CENTRO DEPORTIVO BARAJAS. CAMBIADORES BEBÉ DE PARED EN VESTUARIOS;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;3500;3500;3500;0;0;0;0;0;0;
;;001;221;34201;62599;2025/001441;2025/001441;CENTRO DEPORTIVO BARAJAS. ADQUISICIÓN DE TAQUILLAS Y BANCOS FENÓLICOS;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;31572,38;31572,38;31572,38;0;0;0;0;0;0;
;;001;221;34201;62600;2025/001413;2025/001413;EQUIPAMIENTO CENTRO DEPORTIVO BARAJAS;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;400;400;400;0;0;0;0;0;0;
;;001;221;34201;62999;2025/001395;2025/001395;CENTRO DEPORTIVO BARAJAS. SECADORES DE PELO PROFESIONALES PARA VESTUARIOS;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;5000;5000;2183,6;0;2816,4;2816,4;0;0;0;
;;001;221;34201;62999;2025/001413;2025/001413;EQUIPAMIENTO CENTRO DEPORTIVO BARAJAS;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;4125;4125;4125;0;0;0;0;0;0;
;;001;221;34201;63200;2024/001227;2024/001227;CENTRO DEPORTIVO BARAJAS. OBRAS ADECUACIÓN DE DOS NUEVAS UNIDADES DEPORTIVAS DE PÁDEL Y PICKLEBALL;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;483,38;483,38;0;0;483,38;483,38;483,38;0;483,38;
;;001;221;34201;63200;2024/001274;2024/001274;CENTRO DEPORTIVO BARAJAS. OBRAS CONSTRUCCIÓN DE UNIDADES DE PÁDEL;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;2548,57;2548,57;0;0;2548,57;2548,57;2548,57;0;2548,57;
;;001;221;34201;63200;2025/000295;2025/000295;CENTRO DEPORTIVO PABELLÓN VILLA DE MADRID. OBRAS DE ADECUACIÓN SISTEMAS DE SEGURIDAD;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;15046;-0,29;15045,71;0;0;15045,71;15045,71;15020,22;0;15020,22;
;;001;221;34201;63200;2025/001092;2025/001092;CENTRO DEPORTIVO BARAJAS. OBRAS INSTALACIÓN DE VALLADO ZONA PING-PONG;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;3429,49;3429,49;0;0;3429,49;3429,49;3429,49;0;3429,49;
;;001;221;34201;63200;2025/001161;2025/001161;CENTRO DEPORTIVO BARAJAS. OBRAS DE REFORMA EN VESTUARIOS;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;411003,85;411003,85;11003,91;0;399999,94;399999,94;14421,65;0;0;
;;001;221;34201;63200;2025/001245;2025/001245;CENTRO DEPORTIVO BARAJAS. OBRAS DE ACCESIBILIDAD EN APARCAMIENTO Y PISTA DE PATINAJE;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;12999,97;12999,97;0;0;12999,97;12999,97;10254,25;0;10254,25;
;;001;221;34201;63200;2025/001280;2025/001280;CENTRO DEPORTIVO BARAJAS. OBRAS DE MEJORA EN MATERIA DE PREVENCIÓN DE RIESGOS LABORALES;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;27998,87;27998,87;0;0;27998,87;27998,87;27993,94;0;23020,92;
;;001;221;34201;63200;2025/001453;2025/001453;DEPORTIVO BÁSICO ALHAURÍN. OBRAS DE MEJORA EN PAVIMENTO DE PISTA DE BALONCESTO;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0;23225,47;23225,47;0;0;23225,47;23225,47;0;0;0;
;;001;221;34201;63200;2025/001454;2025/001454;DEPORTIVO BÁSICO GALEÓN. OBRAS DE REPARACIONES Y MEJORAS EN VALLADO;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0;13065,29;13065,29;0;0;13065,29;13065,29;0;0;0;
;;001;221;93302;63200;2025/000011;2025/000011;EDIFICIO SEDE DEL DISTRITO DE BARAJAS. OBRAS DE MEJORA;221;BARAJAS;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;23117;22827;45944;0,31;0;45943,69;45943,69;45941,38;0;45941,38;
;;001;221;93302;63200;2025/000013;2025/000013;CENTROS MAYORES Y SERVICIOS SOCIALES DISTRITO BARAJAS. INSTALACIÓN DE MOSTRADORES ACCESIBLES;221;BARAJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;5000;-5000;0;0;0;0;0;0;0;0;
;;001;221;93302;63200;2025/000013;2025/010013;CENTRO DE MAYORES ACUARIO. OBRAS DE INSTALACIÓN DE MOSTRADORES Y BARRAS ACCESIBLES;221;BARAJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0;2657,5;2657,5;0;0;2657,5;2657,5;2657,5;0;2657,5;
;;001;221;93302;63200;2025/000013;2025/020013;CENTRO DE MAYORES TERESA DE CALCUTA. OBRAS DE INSTALACIÓN DE MOSTRADORES Y BARRAS ACCESIBLES;221;BARAJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0;2342,5;2342,5;0;0;2342,5;2342,5;2342,5;0;2342,5;
;;001;221;93302;63200;2025/001281;2025/001281;CENTRO CULTURAL GLORIA FUERTES. OBRAS DE IMPERMEABILIZACIÓN (REVESTIMIENTO ANTIHUMEDAD);221;BARAJAS;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0;68000;68000;4,45;0;67995,55;67995,55;1559,44;0;0;
4;SC Y CE FINANC. CON RTG;001;221;93302;63200;2025/008011;2025/008011;ESCUELA DE MÚSICA EL CAPRICHO. ACONDICIONAMIENTO ACÚSTICO, ADECUACIÓN INSTALACIONES Y OTRAS;221;BARAJAS;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;0;38000;38000;0,16;0;37999,84;37999,84;0;0;0;
;;501;102;49101;62301;2025/000240;2025/000240;PROTECCIÓN CONTRA INCENDIOS SEDE INFORMÁTICA AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;100000;-62020;37980;37980;0;0;0;0;0;0;
;;501;102;49101;62301;2025/000404;2025/000404;EDIFICIO SEDE IAM. MEJORA DE INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;62020;62020;12462,21;0;49557,79;49557,79;0;0;0;
;;501;102;49101;62600;2023/000160;2023/000160;TELECOMUNICACIONES Y REDES. INFORMÁTICA AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;02;COMUNICACIONES;;;;;;;1251612;0;1251612;0,36;0;1251611,64;1251611,64;1072960,19;0;1072960,19;
;;501;102;49101;62600;2025/000410;2025/000410;ADQUISICIÓN DE EQUIPOS DE COMUNICACIÓN. INFORMÁTICA DEL AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;0;123635;123635;123635;0;0;0;0;0;0;
;;501;102;49101;62601;2019/000610;2019/000610;DOTACIÓN INFORMÁTICA DE LOS ESPACIOS DE TRABAJO;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;3471185;-919602,07;2551582,93;0;0;2551582,93;2551582,93;2551144,77;0;2551144,77;
;;501;102;49101;62601;2024/000447;2024/000447;CIBERSEGURIDAD Y RESILIENCIA;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;0;135555;135555;83708;0;51847;51847;51847;0;51847;
;;501;102;49101;62601;2025/000244;2025/000244;DOTACIÓN INFORMÁTICA PUESTOS DE TRABAJO.INFORMÁTICA AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;0;919602,07;919602,07;829,7;0;918772,37;918772,37;172006,07;0;172006,07;
;;501;102;49101;62601;2025/000400;2025/000400;ADQUISICIÓN DE EQUIPOS DE PROCESO DE DATOS;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;0;2509045;2509045;16459,52;0;2492585,48;2492585,48;0;0;0;
;;501;102;49101;63200;2025/000245;2025/000245;OBRAS DE CONSERVACIÓN EDIFICIO SEDE INFORMÁTICA AYUNTAMIENTO DE MADRID;220;SAN BLAS-CANILLEJAS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2000;48400;50400;2363;0;48037;48037;0;0;0;
;;501;102;49101;63599;2025/000246;2025/000246;EQUIPAMIENTO EDIFICIO SEDE INFORMÁTICA AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1000;17200;18200;18200;0;0;0;0;0;0;
;;501;102;49101;64100;2019/000610;2019/000610;DOTACIÓN INFORMÁTICA DE LOS ESPACIOS DE TRABAJO;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;90750;0;90750;0;0;90750;90750;56504,04;0;56504,04;
;;501;102;49101;64100;2022/000164;2022/000164;ADQUISICIÓN Y DESARROLLO DE APLICACIONES INFORMÁTICAS. INFORMÁTICA AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;8041;3347,07;11388,07;5;0;11383,07;11383,07;11383,07;0;3342,62;
;;501;102;49101;64100;2023/000165;2023/000165;LICENCIAS Y DESARROLLO DE APLICACIONES. INFORMATICA AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;899253;-3347,07;895905,93;68999,26;0;826906,67;826906,67;256584,1;0;242593,47;
;;501;102;49101;64100;2024/000039;2024/000039;LICENCIAS Y DESARROLLO APLICACIONES INFORMÁTICA AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;1294580;0;1294580;5225,88;0;1289354,12;1289354,12;1289354,11;0;801690,83;
;;501;102;49101;64100;2024/000446;2024/000446;DISPONIBILIDAD DEL SERVICIO Y CRECIMIENTO DE LA NUBE;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;471671;0;471671;79015,51;0;392655,49;392655,49;392655,49;0;392655,49;
;;501;102;49101;64100;2024/000447;2024/000447;CIBERSEGURIDAD Y RESILIENCIA;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;0;25856,08;25856,08;0;0;25856,08;25856,08;25856,08;0;25856,08;
;;501;102;49101;64100;2024/000448;2024/000448;DESARROLLO DE LA INTELIGENCIA ARTIFICIAL;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;446831;0;446831;120131;0;326700;326700;0;0;0;
;;501;102;49101;64100;2025/000244;2025/000244;DOTACIÓN INFORMÁTICA PUESTOS DE TRABAJO.INFORMÁTICA AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;4565061;220141,12;4785202,12;20429,29;0;4764772,83;4764772,83;235639,76;0;173566,17;
;;501;102;49101;64100;2025/000247;2025/000247;DERECHOS DE USO PLATAFORMA SAP. INFORMÁTICA AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;7230669;-2993567,12;4237101,88;817995,4;0;3419106,48;3419106,48;3419106,48;0;3419106,48;
;;501;102;49101;64100;2025/000248;2025/000248;LICENCIAS Y DESARROLLO DE APLICACIONES. INFORMÁTICA AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;2092697;2146177,72;4238874,72;1007278,73;0;3231595,99;2721380,13;1713485,1;0;1480685,66;
;;501;102;49179;64100;2023/000444;2023/000444;TRANSFORMACIÓN DIGITAL DE LOS SERVICIOS SOCIALES AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;674755;232426;907181;2,15;0;907178,85;907178,85;525788,1;0;525788,1;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;501;102;49179;64100;2023/000444;2023/000444;TRANSFORMACIÓN DIGITAL DE LOS SERVICIOS SOCIALES AYUNTAMIENTO DE MADRID;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;0;6087112,38;6087112,38;1767213,13;0;4319899,25;4319899,25;2503752,87;0;2503752,87;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;503;140;23201;62600;2022/000620;2022/000620;EQUIPAMIENTO EDIFICIO TIC DISTRITO SAN BLAS-CANILLEJAS;220;SAN BLAS-CANILLEJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;132953,35;132953,35;0;0;132953,35;132953,35;132953,35;0;132953,35;
;;503;140;24100;62600;2024/000092;2024/120092;SEDE CENTRAL AGENCIA PARA EL EMPLEO.ADQUISICIÓN CARTELERÍA DIGITAL Y GESTOR DE CONTENIDOS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;57572,43;57572,43;0;0;57572,43;57572,43;57572,43;0;57572,43;
;;503;140;24100;62600;2024/000092;2024/130092;AGENCIA DE ZONA PUENTE VALLECAS. ADQUISICIÓN DE CARTELERÍA Y GESTOR DE CONTENIDOS;213;PUENTE DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;20808,16;20808,16;0;0;20808,16;20808,16;20808,16;0;20808,16;
;;503;140;24100;62600;2024/000092;2024/140092;CENTRO DE FORMACIÓN DE BARAJAS. ADQUISICIÓN DE CARTELERÍA DIGITAL Y GESTOR DE CONTENIDOS;221;BARAJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;19714,53;19714,53;0;0;19714,53;19714,53;19714,53;0;19714,53;
;;503;140;24100;62600;2024/000092;2024/150092;CENTRO DE FORMACIÓN LOS CÁRMENES. ADQUISICIÓN DE CARTELERÍA DIGITAL Y GESTOR DE CONTENIDOS;210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;50513,43;50513,43;0;0;50513,43;50513,43;50513,43;0;50513,43;
;;503;140;24100;62600;2024/000092;2024/160092;CENTRO FORMACIÓN PARA LA MUJER. ADQUISICIÓN DE CARTELERÍA DIGITAL Y GESTOR DE CONTENIDOS;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;24217,53;24217,53;0;0;24217,53;24217,53;24217,53;0;24217,53;
;;503;140;24100;62600;2024/000092;2024/170092;AGENCIA DE ZONA DE VICÁLVARO. ADQUISICIÓN DE CARTELERÍA DIGITAL Y GESTOR DE CONTENIDOS;219;VICALVARO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;2604,03;2604,03;0;0;2604,03;2604,03;2604,03;0;2604,03;
;;503;140;24100;62600;2025/000219;2025/000219;ADQUISICIÓN DE CARTELERÍA DIGITAL GESTOR DE CONTENIDOS;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;480000;-322537,49;157462,51;157462,51;0;0;0;0;0;0;
;;503;140;24100;62600;2025/000219;2025/020219;ESCUELA DE HOSTELERÍA SANTA EUGENIA. ADQUISICIÓN CARTELERÍA DIGITAL Y GESTOR DE CONTENIDOS;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;209123,07;209123,07;0;0;209123,07;209123,07;0;0;0;
;;503;140;24100;62600;2025/000219;2025/030219;CENTRO FORMACIÓN DE OFICIOS USERA. ADQUISICIÓN CARTELERÍA DIGITAL Y GESTOR DE CONTENIDOS;212;USERA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;153730,52;153730,52;0;0;153730,52;153730,52;0;0;0;
;;503;140;24100;62999;2025/000255;2025/000255;ADQUISICIÓN DE CASETAS PARA TALLERES Y CURSOS CENTRO FORMACIÓN OCUPACIONAL LOS CÁRMENES;210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;800000;-797552,9;2447,1;2447,1;0;0;0;0;0;0;
;;503;140;24100;63200;2024/000096;2024/010096;SEDE CENTRAL AGENCIA DE EMPLEO DE MADRID, Pº DE PONTONES, 10. OBRAS DE REFORMA;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;1373,98;1373,98;0;0;1373,98;1373,98;1373,98;0;1373,98;
;;503;140;24100;63200;2024/000096;2024/020096;CENTRO DE FORMACIÓN OCUPACIONAL LOS CÁRMENES. OBRAS DE REFORMA;210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;3382,92;3382,92;0;0;3382,92;3382,92;3382,92;0;3382,92;
;;503;140;24100;63200;2025/000243;2025/000243;OBRAS DE REFORMA EN CENTROS DE LA AGENCIA PARA EL EMPLEO;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;2270000;-2264479,71;5520,29;5520,29;0;0;0;0;0;0;
;;503;140;24100;63200;2025/000243;2025/010243;SEDE CENTRAL AGENCIA DE EMPLEO DE MADRID, Pº DE PONTONES, 10. OBRAS DE REFORMA;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;22701,02;22701,02;0;0;22701,02;22701,02;17328,62;0;17328,62;
